,path,filename,subfolder,ichan,names,units,desc,mean,max,min,std,1%,50%,99%,del3,del4,del5,del8,del10,del12
0,res_steady/notilt/BB_redesign_steady_notilt_12.0.hdf5,BB_redesign_steady_notilt_12.0.hdf5,notilt,1,Time,s,Time,300.00499999999994,400.0,200.01,57.73647027659381,202.0099,300.005,398.0001,18.819779541591682,33.9791858526976,48.43641942128075,82.4348068395929,98.42153991917593,110.76685965458809
1,res_steady/notilt/BB_redesign_steady_notilt_12.0.hdf5,BB_redesign_steady_notilt_12.0.hdf5,notilt,2,bea1 angle,deg,shaft_rot angle,180.04811624483858,359.9945983886719,0.015072381123900414,103.91312818167243,3.623723766803742,180.04771423339844,356.3968872070312,135.2770186071219,172.72150710321802,200.00195243814758,249.23367883296567,268.2163785755208,281.6748638322894
2,res_steady/notilt/BB_redesign_steady_notilt_12.0.hdf5,BB_redesign_steady_notilt_12.0.hdf5,notilt,3,bea1 angle_speed,rpm,shaft_rot angle speed,9.597077830743789,9.600142478942871,9.594488143920898,0.0013744091825736702,9.594593992233277,9.597069263458252,9.59978199005127,0.0017596129358604035,0.002219671422627618,0.0025713084355910966,0.0032693405764435404,0.003571030916103434,0.0038000291543774686
3,res_steady/notilt/BB_redesign_steady_notilt_12.0.hdf5,BB_redesign_steady_notilt_12.0.hdf5,notilt,4,bea2 angle,deg,pitch1 angle,5.530393260574341,5.542236328125,5.5086798667907715,0.007485530835956291,5.512092523574829,5.530739784240723,5.541934990882874,0.009276422888450719,0.011720227874737787,0.013600408569497296,0.017399746959213286,0.019099984543822394,0.020438423532424855
4,res_steady/notilt/BB_redesign_steady_notilt_12.0.hdf5,BB_redesign_steady_notilt_12.0.hdf5,notilt,5,bea2 angle_speed,deg/s,pitch1 angle speed,1.0512546716449834e-05,0.024236848577857018,-0.02360939420759678,0.011603177542678962,-0.021895861104130745,1.1841186278616078e-05,0.021956039294600483,0.014887035133033095,0.018781871986816603,0.021759346636231934,0.027669654617434283,0.030223052276892287,0.03216045979725711
5,res_steady/notilt/BB_redesign_steady_notilt_12.0.hdf5,BB_redesign_steady_notilt_12.0.hdf5,notilt,6,bea2 angle,deg,pitch2 angle,5.530393229746818,5.542224884033203,5.508692741394043,0.007479278404722845,5.512096853256225,5.530742406845093,5.541926383972168,0.00927298210481547,0.01171567806784048,0.013594725071219551,0.017390501138553303,0.01908857246655066,0.02042521239431503
6,res_steady/notilt/BB_redesign_steady_notilt_12.0.hdf5,BB_redesign_steady_notilt_12.0.hdf5,notilt,7,bea2 angle_speed,deg/s,pitch2 angle speed,1.0606811166871921e-05,0.024215523153543472,-0.02358812466263771,0.011592898403344093,-0.021873192861676216,1.8537039068178274e-05,0.021931702420115457,0.014873781996169346,0.018765151483521335,0.02173997544536292,0.027645021793212366,0.030196146298321905,0.03213182904764946
7,res_steady/notilt/BB_redesign_steady_notilt_12.0.hdf5,BB_redesign_steady_notilt_12.0.hdf5,notilt,8,bea2 angle,deg,pitch3 angle,5.530393236255645,5.542227745056152,5.5086894035339355,0.007480952794526093,5.51209258556366,5.530741214752197,5.541928777694702,0.00927469634456068,0.011717843873916558,0.013597238245274982,0.017393716014620555,0.019092101254725984,0.020428988278975962
8,res_steady/notilt/BB_redesign_steady_notilt_12.0.hdf5,BB_redesign_steady_notilt_12.0.hdf5,notilt,9,bea2 angle_speed,deg/s,pitch3 angle speed,1.0593008020725846e-05,0.024221202358603477,-0.02359377034008503,0.01159566600620526,-0.021877731513231993,2.0164274246781133e-05,0.021937567926943288,0.014877305656836284,0.01876959702576531,0.02174512573574614,0.02765157101357572,0.030203299890665263,0.032139441211267376
9,res_steady/notilt/BB_redesign_steady_notilt_12.0.hdf5,BB_redesign_steady_notilt_12.0.hdf5,notilt,10,Omega,rad/s,Rotor speed,1.0050066062629224,1.0050691366195679,1.0049749612808228,2.023958329656638e-05,1.0049762725830078,1.0050053596496582,1.0050596010684967,2.4461839628824148e-05,3.092513491498548e-05,3.593167782656329e-05,4.629494592612897e-05,5.11633296316025e-05,5.5168499370627976e-05
10,res_steady/notilt/BB_redesign_steady_notilt_12.0.hdf5,BB_redesign_steady_notilt_12.0.hdf5,notilt,11,Ae rot. torque,kNm,Aero rotor torque,10627.128208740234,10636.990234375,10616.3271484375,4.89580124624163,10617.64255859375,10627.134765625,10636.20021484375,6.355966528696545,8.019057087525477,9.291399130421548,11.822514627942162,12.919216935903025,13.752516630868891
11,res_steady/notilt/BB_redesign_steady_notilt_12.0.hdf5,BB_redesign_steady_notilt_12.0.hdf5,notilt,12,Ae rot. power,kW,Aero rotor power,10680.334073974609,10690.6416015625,10669.6484375,4.969222950294399,10670.833984375,10680.32763671875,10689.67287109375,6.4469977536326795,8.133569657234494,9.42390940539125,11.991465479825834,13.10446692640307,13.950524079259024
12,res_steady/notilt/BB_redesign_steady_notilt_12.0.hdf5,BB_redesign_steady_notilt_12.0.hdf5,notilt,13,Ae rot. thrust,kN,Aero rotor thrust,1240.3013273254394,1241.3704833984375,1239.83544921875,0.30242926279967874,1239.869871826172,1240.2789916992188,1241.1993420410156,0.344205938768707,0.4368924363327956,0.5110226114617133,0.682444370887828,0.7767588933823698,0.8588236003948496
13,res_steady/notilt/BB_redesign_steady_notilt_12.0.hdf5,BB_redesign_steady_notilt_12.0.hdf5,notilt,14,"WSP gl. coo.,Vx",m/s,"Free wind speed Vx, gl. coo, of gl. pos    0.00,   0.00,-119.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
14,res_steady/notilt/BB_redesign_steady_notilt_12.0.hdf5,BB_redesign_steady_notilt_12.0.hdf5,notilt,15,"WSP gl. coo.,Vy",m/s,"Free wind speed Vy, gl. coo, of gl. pos    0.00,   0.00,-119.00",12.0,12.0,12.0,0.0,12.0,12.0,12.0,,,,,,
15,res_steady/notilt/BB_redesign_steady_notilt_12.0.hdf5,BB_redesign_steady_notilt_12.0.hdf5,notilt,16,"WSP gl. coo.,Vz",m/s,"Free wind speed Vz, gl. coo, of gl. pos    0.00,   0.00,-119.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
16,res_steady/notilt/BB_redesign_steady_notilt_12.0.hdf5,BB_redesign_steady_notilt_12.0.hdf5,notilt,17,"WSP gl. coo.,Abs_vhor",m/s,"Free wind speed Abs_vhor, gl. coo, of gl. pos    0.00,   0.00,-119.00",12.0,12.0,12.0,0.0,12.0,12.0,12.0,,,,,,
17,res_steady/notilt/BB_redesign_steady_notilt_12.0.hdf5,BB_redesign_steady_notilt_12.0.hdf5,notilt,18,"WSP gl. coo.,Vdir_hor",deg,"Free wind speed Vdir_hor, gl. coo, of gl. pos    0.00,   0.00,-119.00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
18,res_steady/notilt/BB_redesign_steady_notilt_12.0.hdf5,BB_redesign_steady_notilt_12.0.hdf5,notilt,19,Mx coo: tower,kNm,MomentMx Mbdy:tower nodenr:   1 coo: tower  tower base,142099.5547546875,143630.640625,140658.875,722.2393963773648,140776.865,142097.390625,143501.8134375,926.1387648170453,1168.4131895269716,1353.6454811111905,1721.4851356647916,1880.4667136228716,2001.0815040668288
19,res_steady/notilt/BB_redesign_steady_notilt_12.0.hdf5,BB_redesign_steady_notilt_12.0.hdf5,notilt,20,My coo: tower,kNm,MomentMy Mbdy:tower nodenr:   1 coo: tower  tower base,10293.304045751953,13616.1181640625,6965.140625,1609.4228025758077,7233.545610351563,10297.22412109375,13325.678535156247,2055.7824873375353,2595.5354062456163,3009.074475866554,3832.973802033274,4190.289295136504,4461.869577272467
20,res_steady/notilt/BB_redesign_steady_notilt_12.0.hdf5,BB_redesign_steady_notilt_12.0.hdf5,notilt,21,Mz coo: tower,kNm,MomentMz Mbdy:tower nodenr:   1 coo: tower  tower base,617.4471275146484,667.7611083984375,568.0790405273438,21.07464731964,574.2332916259766,617.1580200195312,660.0687823486326,28.61179415800991,35.87709275411408,41.40335808524067,52.55730480921173,57.62625957924434,61.66392915675574
21,res_steady/notilt/BB_redesign_steady_notilt_12.0.hdf5,BB_redesign_steady_notilt_12.0.hdf5,notilt,22,Mx coo: tower,kNm,MomentMx Mbdy:tower nodenr:  11 coo: tower  tower yaw bearing,-3545.956314868164,-3485.13916015625,-3605.61279296875,26.339185185439216,-3597.454138183594,-3546.0225830078125,-3493.032849121094,34.97038169716771,43.95178554663581,50.79965045153796,64.5394920573966,70.66067567399587,75.44923255280182
